Order ID,Order Date,Customer ID,Region,Product ID,Sales,Quantity,Profit
CA-2016-149979,9/23/2016,RA-19915,South,OFF-ST-10003058,118.25,5,34.2925
CA-2014-153913,12/16/2014,KB-16585,South,FUR-CH-10000988,1013.832,9,101.3832
CA-2014-115357,8/6/2014,RF-19735,South,TEC-AC-10000023,62.91,3,22.6476
US-2014-102715,4/11/2014,JK-15370,South,OFF-FA-10001332,6.912,3,2.3328
US-2017-148768,11/30/2017,PN-18775,South,TEC-PH-10002564,71.976,3,8.997
CA-2017-165204,11/13/2017,MN-17935,South,OFF-PA-10003424,8.904,3,3.339
CA-2017-125752,7/31/2017,EH-14125,South,TEC-AC-10003590,41.424,2,8.2848
CA-2017-121314,9/23/2017,BE-11410,South,OFF-PA-10003395,251.64,3,88.074
CA-2017-147760,11/4/2017,KL-16555,South,FUR-TA-10004575,523.764,3,-192.0468
CA-2016-156503,10/14/2016,NC-18415,South,FUR-CH-10003606,102.592,1,10.2592
CA-2015-113628,11/12/2015,AH-10690,South,OFF-AR-10001246,11.76,5,1.323
CA-2016-152471,7/8/2016,ZD-21925,South,TEC-PH-10002824,823.96,5,51.4975
CA-2015-102582,9/15/2015,NW-18400,South,FUR-TA-10003569,801.96,2,200.49
US-2014-109162,6/8/2014,KE-16420,South,FUR-CH-10002647,170.352,3,10.647
CA-2017-161053,9/22/2017,JE-15745,South,OFF-BI-10004318,691.96,4,318.3016
CA-2016-136231,9/5/2016,DM-13015,South,OFF-EN-10001099,23.472,3,7.6284
CA-2016-140641,10/28/2016,EP-13915,South,OFF-BI-10001191,38.19,5,-26.733
CA-2014-152849,7/5/2014,DW-13195,South,OFF-AR-10002833,4.368,3,0.3822
CA-2014-100895,6/2/2014,SV-20785,South,OFF-AR-10004511,8.56,2,2.6536
CA-2017-110212,5/1/2017,SJ-20125,South,TEC-AC-10002331,48.9,5,18.093
US-2015-148817,12/1/2015,KD-16495,South,OFF-ST-10001321,61.68,4,16.6536
CA-2017-160458,5/27/2017,EH-13945,South,OFF-PA-10001166,25.92,5,9.072
CA-2017-167871,11/18/2017,AF-10870,South,OFF-PA-10001977,44.384,1,15.5344
CA-2016-156573,5/29/2016,RB-19360,South,OFF-BI-10002414,11.277,3,-8.6457
CA-2014-164910,11/12/2014,DM-13345,South,OFF-AR-10003651,7.872,3,0.8856
US-2016-116400,10/22/2016,EB-13930,South,FUR-FU-10003731,39.92,4,11.1776
US-2016-159415,4/17/2016,CS-12175,South,FUR-FU-10003798,79.12,5,13.846
CA-2015-161998,5/1/2015,DB-13120,South,FUR-FU-10001095,63.552,3,14.2992
US-2015-149629,7/17/2015,MP-17965,South,FUR-BO-10004709,231.92,5,5.798
US-2015-168732,12/10/2015,KM-16660,South,OFF-AR-10003087,1.78,1,0.4984
CA-2015-165624,8/23/2015,FH-14350,South,OFF-AP-10000828,542.94,3,152.0232
CA-2017-124296,12/24/2017,CS-12355,South,TEC-MA-10003183,479.97,3,239.985
US-2014-130358,6/23/2014,DL-13330,South,OFF-AR-10002766,20.016,9,1.7514
CA-2014-102673,11/1/2014,KH-16630,South,OFF-FA-10003021,7.52,5,1.41
CA-2017-108112,11/15/2017,DK-12895,South,FUR-FU-10003553,220.064,4,55.016
CA-2015-165414,12/21/2015,LS-17245,South,TEC-PH-10002293,47.976,3,4.7976
US-2014-156559,8/19/2014,LH-16900,South,FUR-BO-10000711,638.82,9,172.4814
CA-2015-102491,8/24/2015,KW-16435,South,TEC-MA-10000864,3080,7,1416.8
CA-2017-123239,7/27/2017,MG-18145,South,FUR-FU-10001602,91.032,3,-2.2758
CA-2017-156769,5/6/2017,GZ-14470,South,OFF-AR-10003179,54.66,6,18.0378
CA-2014-127299,9/19/2014,JL-15835,South,OFF-ST-10003722,67.344,6,7.5762
CA-2015-111703,7/2/2015,KB-16315,South,OFF-PA-10000349,11.952,3,4.0338
CA-2014-128839,9/8/2014,TT-21070,South,OFF-FA-10002280,45,9,21.6
CA-2017-110926,11/19/2017,DD-13570,South,OFF-FA-10000624,25.06,7,12.53
CA-2016-139689,12/29/2016,MP-17965,South,OFF-BI-10004781,38.088,4,-27.9312
US-2016-164588,4/16/2016,AP-10915,South,OFF-AR-10003056,12.84,3,3.7236
CA-2016-152163,7/1/2016,JF-15355,South,OFF-BI-10002215,14.2,2,6.532
CA-2014-128846,4/7/2014,RS-19765,South,TEC-PH-10003273,629.95,5,163.787
CA-2014-166457,5/5/2014,PF-19120,South,OFF-PA-10003016,9.42,3,4.239
CA-2016-159142,4/4/2016,ME-17320,South,TEC-PH-10001448,149.97,3,5.9988
CA-2015-155068,10/23/2015,RA-19285,South,TEC-PH-10004897,55.944,7,-13.2867
CA-2017-123351,9/21/2017,KT-16480,South,OFF-AP-10001242,80.48,1,24.144
CA-2015-166975,11/26/2015,SH-20635,South,FUR-FU-10003930,692.472,11,190.4298
CA-2017-127516,12/28/2017,EH-14005,South,OFF-ST-10000736,64.784,1,-12.9568
CA-2017-129021,8/23/2017,PO-18850,South,TEC-PH-10001459,4367.896,13,327.5922
US-2017-136189,12/7/2017,DC-13285,South,FUR-FU-10000175,82.38,6,25.5378
CA-2017-149853,10/3/2017,PO-18850,South,OFF-PA-10000556,15.552,3,5.4432
CA-2015-112375,12/21/2015,RD-19720,South,TEC-AC-10003237,50.88,6,14.628
CA-2017-133501,8/27/2017,DK-12895,South,OFF-PA-10004888,5.184,1,1.8144
CA-2017-130309,12/17/2017,GB-14575,South,OFF-ST-10003208,544.38,3,157.8702
CA-2017-153654,11/24/2017,MD-17860,South,OFF-BI-10004465,19.008,8,-12.672
CA-2015-155600,12/4/2015,RO-19780,South,OFF-BI-10000545,1598.058,7,-1065.372
US-2017-163195,2/17/2017,LL-16840,South,TEC-PH-10003875,29.16,3,8.4564
CA-2015-140830,11/30/2015,PS-18970,South,OFF-EN-10000461,17.48,2,8.2156
CA-2014-117016,3/4/2014,SC-20095,South,OFF-AR-10001374,15.552,3,2.3328
CA-2017-159464,5/18/2017,TB-21355,South,OFF-AP-10001492,17.24,2,4.4824
CA-2016-168893,11/3/2016,AP-10915,South,OFF-FA-10002280,20,4,9.6
CA-2016-120873,10/27/2016,BW-11200,South,FUR-CH-10000847,290.98,1,75.6548
CA-2017-107167,6/10/2017,ND-18460,South,OFF-ST-10003805,1347.52,8,84.22
CA-2015-130218,3/23/2015,SG-20470,South,OFF-FA-10003112,31.56,4,14.202
CA-2017-129490,9/26/2017,SJ-20125,South,FUR-CH-10003298,419.136,4,-57.6312
US-2017-149510,12/3/2017,MC-17575,South,OFF-AP-10002350,45.216,3,4.5216
CA-2015-110947,6/9/2015,AG-10765,South,OFF-BI-10001670,113.1,3,56.55
CA-2015-164427,7/31/2015,AR-10405,South,TEC-AC-10004469,239.7,6,105.468
US-2015-113327,5/26/2015,BF-11170,South,OFF-PA-10003790,18.272,1,5.9384
CA-2016-109407,1/24/2016,HG-14965,South,OFF-BI-10000285,31.36,4,15.68
US-2017-165953,12/31/2016,EP-13915,South,OFF-AR-10000588,47.616,3,3.5712
CA-2017-147228,9/9/2017,SO-20335,South,OFF-SU-10001225,8.832,3,-1.9872
CA-2016-102162,9/11/2016,JF-15565,South,TEC-CO-10001943,1599.92,8,751.9624
CA-2014-146885,5/30/2014,EB-13840,South,OFF-PA-10001622,13.62,3,6.129
CA-2016-111409,9/18/2016,PO-18850,South,OFF-LA-10002787,3,1,1.05
CA-2016-116232,9/22/2016,AC-10450,South,OFF-BI-10004022,7.506,9,-6.0048
CA-2016-127698,12/1/2016,MV-18190,South,TEC-PH-10003811,863.928,9,86.3928
CA-2016-159653,5/22/2016,JF-15490,South,OFF-LA-10004345,14.73,3,7.2177
CA-2016-131968,11/11/2016,LB-16795,South,OFF-BI-10002852,9.888,2,-6.9216
CA-2016-159989,12/9/2016,EB-13870,South,TEC-PH-10000169,40.68,3,-9.153
CA-2017-103499,11/20/2017,ES-14020,South,FUR-CH-10001482,209.568,2,-23.5764
CA-2017-126354,2/3/2017,SC-20380,South,OFF-BI-10000301,3.882,2,-2.588
CA-2017-158883,6/2/2017,CS-11860,South,OFF-PA-10004733,25.344,4,9.1872
CA-2015-120516,8/13/2015,CK-12595,South,OFF-BI-10004187,5.64,3,2.7072
US-2016-148901,5/14/2016,MK-17905,South,OFF-BI-10001718,57.582,3,-44.1462
CA-2014-152562,11/1/2014,JO-15145,South,OFF-ST-10000464,69.52,2,19.4656
CA-2017-154123,11/20/2017,SC-20050,South,FUR-FU-10000629,27.58,2,11.5836
CA-2017-118402,9/29/2017,JO-15280,South,OFF-ST-10001418,243.92,5,-54.882
US-2014-155817,10/3/2014,SL-20155,South,OFF-ST-10000532,61.568,2,4.6176
US-2016-131891,7/29/2016,PW-19240,South,OFF-BI-10000201,2.214,3,-1.476
CA-2017-143567,11/2/2017,TB-21175,South,OFF-EN-10004846,5.32,2,2.6068
CA-2016-163167,11/28/2016,RF-19345,South,FUR-CH-10004477,182.67,3,52.9743
CA-2017-127306,1/14/2017,BH-11710,South,OFF-EN-10001219,18.336,3,6.6468
CA-2017-114055,12/25/2017,MH-18115,South,OFF-PA-10004381,96.08,2,46.1184
CA-2017-150931,1/6/2017,DP-13390,South,OFF-BI-10004728,33.74,7,15.5204
CA-2016-141180,5/15/2016,DP-13000,South,OFF-BI-10000301,7.764,4,-5.176
CA-2015-109708,5/25/2015,CY-12745,South,TEC-PH-10001944,467.04,4,58.38
US-2016-153815,11/6/2016,KL-16555,South,FUR-CH-10000513,207.984,2,-28.5978
CA-2015-142202,9/18/2015,JR-16210,South,TEC-AC-10003198,717.12,9,152.388
CA-2015-160696,9/6/2015,CK-12760,South,OFF-FA-10003059,7.24,5,1.1765
CA-2015-153038,12/18/2015,RB-19645,South,OFF-EN-10000461,55.936,8,18.8784
CA-2017-155824,3/10/2017,KS-16300,South,OFF-AP-10000390,48.784,1,3.6588
CA-2016-136126,5/24/2016,EH-14125,South,OFF-SU-10000898,69.5,5,20.155
CA-2014-156006,4/30/2014,TM-21010,South,TEC-AC-10002550,47.79,3,16.2486
US-2017-120607,5/19/2017,JC-15775,South,OFF-PA-10003129,195.64,4,91.9508
CA-2016-109722,12/5/2016,TP-21130,South,TEC-PH-10000560,699.98,2,195.9944
CA-2017-142090,11/30/2017,SC-20380,South,TEC-AC-10002001,383.976,3,81.5949
CA-2016-155138,9/8/2016,JM-15580,South,TEC-AC-10004209,35.168,4,8.3524
CA-2014-116568,12/14/2014,BM-11785,South,FUR-CH-10002439,186.304,4,13.9728
CA-2015-147102,9/19/2015,NH-18610,South,TEC-AC-10000682,66.36,4,23.226
CA-2017-132213,4/25/2017,PN-18775,South,OFF-AR-10004078,42.048,9,5.256
CA-2014-149538,4/4/2014,KB-16585,South,OFF-ST-10004180,232.55,5,9.302
CA-2015-123330,6/21/2015,EP-13915,South,TEC-PH-10001819,107.976,3,37.7916
CA-2017-163335,9/24/2017,AG-10675,South,OFF-ST-10000885,40.29,3,10.0725
CA-2015-134719,10/10/2015,JD-15790,South,OFF-ST-10004459,1801.632,6,-337.806
CA-2014-101560,11/28/2014,CS-12250,South,FUR-FU-10003773,397.6,5,43.736
CA-2014-115084,10/18/2014,LS-17200,South,FUR-CH-10004626,605.34,6,145.2816
CA-2016-149454,7/25/2016,KM-16375,South,OFF-BI-10003694,10.44,1,4.8024
US-2016-169369,12/12/2016,EC-14050,South,TEC-AC-10001314,249.95,5,19.996
CA-2015-132318,10/30/2015,TT-21220,South,OFF-AP-10000026,182.91,3,53.0439
US-2016-158309,11/26/2016,PA-19060,South,OFF-BI-10000145,3.744,4,-2.6208
CA-2017-147333,12/14/2017,KL-16555,South,TEC-AC-10004469,159.8,4,70.312
CA-2014-159681,12/7/2014,PO-18850,South,OFF-PA-10003641,105.52,4,48.5392
CA-2017-151218,6/20/2017,PJ-19015,South,OFF-ST-10004835,4.464,1,0.3348
CA-2016-113831,5/30/2016,AH-10690,South,FUR-TA-10002645,2275.5,10,386.835
CA-2016-123414,8/21/2016,SU-20665,South,OFF-LA-10004559,9.216,4,3.3408
CA-2016-154060,5/2/2016,DL-12865,South,FUR-CH-10002304,187.056,9,11.691
US-2017-162558,10/2/2017,Dp-13240,South,FUR-FU-10002364,11.808,2,1.3284
US-2016-101616,9/3/2016,CY-12745,South,OFF-BI-10000014,87.28,8,41.0216
US-2017-126060,4/14/2017,DW-13585,South,FUR-BO-10003433,198.272,8,-32.2192
CA-2017-152786,3/12/2017,GA-14725,South,OFF-BI-10000829,40.41,9,18.5886
CA-2017-103009,11/3/2017,PJ-18835,South,OFF-PA-10001215,26.4,5,11.88
CA-2014-136861,9/5/2014,PR-18880,South,FUR-FU-10001967,31.984,2,1.999
CA-2014-103317,7/5/2014,DM-13525,South,FUR-FU-10001591,19.52,2,5.368
US-2017-153633,11/13/2017,TC-21295,South,OFF-AR-10002335,2.064,1,0.1548
US-2014-107405,3/21/2014,TS-21205,South,OFF-ST-10002301,16.272,1,-3.8646
CA-2014-101770,3/31/2014,KB-16240,South,OFF-BI-10001097,1.869,1,-1.3083
CA-2017-148999,1/30/2017,EB-13870,South,FUR-CH-10002044,419.136,4,-68.1096
CA-2014-107573,12/12/2014,PB-19150,South,OFF-EN-10001099,23.472,3,7.6284
CA-2017-134495,4/1/2017,BF-11020,South,TEC-PH-10004897,23.976,3,-5.6943
CA-2016-150000,4/8/2016,PG-18820,South,OFF-EN-10002973,17.92,4,8.6016
US-2016-138408,11/18/2016,KC-16255,South,TEC-AC-10003870,1319.96,4,527.984
CA-2015-137106,3/31/2015,SC-20260,South,TEC-PH-10000011,79.96,5,27.986
US-2016-167472,6/6/2016,CK-12595,South,TEC-AC-10001109,179.94,6,75.5748
CA-2017-116113,10/2/2017,JW-15220,South,FUR-FU-10002963,10.16,2,3.4544
CA-2015-125066,12/14/2015,KD-16495,South,FUR-FU-10003829,6.16,2,1.9712
CA-2017-133263,3/31/2017,JE-15610,South,OFF-BI-10001153,34.54,1,17.27
CA-2016-134516,9/20/2016,FM-14215,South,FUR-FU-10001546,17.088,2,1.068
CA-2017-117198,8/31/2017,BG-11035,South,TEC-AC-10003033,659.9,2,217.767
CA-2017-125745,6/30/2017,DV-13045,South,FUR-FU-10001591,19.52,2,5.368
CA-2017-148810,6/26/2017,DR-12880,South,OFF-LA-10004689,13.872,6,4.6818
CA-2014-127614,2/11/2014,NF-18385,South,TEC-AC-10001432,234.45,3,103.158
CA-2016-127985,4/1/2016,DB-12910,South,FUR-FU-10003274,7.04,4,3.0976
CA-2015-166604,5/15/2015,AH-10690,South,OFF-EN-10004147,17.94,3,8.7906
CA-2015-104241,1/4/2015,AG-10495,South,FUR-FU-10001473,192.22,14,69.1992
CA-2014-164315,4/2/2014,RD-19585,South,OFF-PA-10004248,15.84,3,7.128
CA-2014-131541,7/28/2014,CK-12205,South,OFF-FA-10000621,14.32,5,5.191
CA-2017-116939,9/25/2017,AG-10900,South,OFF-ST-10001476,177.55,5,47.9385
CA-2016-113733,12/8/2016,LH-16900,South,TEC-PH-10002496,249.584,2,31.198
CA-2016-118514,2/3/2016,LC-17050,South,FUR-CH-10000015,866.4,4,225.264
CA-2015-150749,3/29/2015,AS-10240,South,OFF-AR-10003732,5.56,2,1.4456
CA-2015-119634,8/11/2015,BW-11065,South,FUR-FU-10004270,46.152,3,12.1149
CA-2015-149300,11/22/2015,BH-11710,South,TEC-MA-10000423,32.985,3,-1.9791
CA-2017-115070,4/10/2017,MG-18205,South,FUR-FU-10003829,12.32,5,1.848
CA-2016-149783,9/4/2016,DL-13315,South,OFF-PA-10002195,12.192,3,4.1148
CA-2016-125017,2/6/2016,KB-16240,South,FUR-FU-10000723,132.224,4,-18.1808
US-2015-106495,6/15/2015,AC-10450,South,TEC-AC-10002718,11.672,1,-0.7295
CA-2016-142895,7/21/2016,BP-11290,South,OFF-LA-10000262,6.264,3,2.0358
CA-2015-101868,6/9/2015,MJ-17740,South,OFF-BI-10003876,64.2,5,-42.8
CA-2015-134992,9/22/2015,MG-17875,South,OFF-PA-10001972,32.4,5,15.552
US-2014-138835,9/10/2014,DA-13450,South,OFF-BI-10003314,9.64,2,4.7236
CA-2015-108119,11/1/2015,MS-17530,South,FUR-TA-10002530,301.96,2,45.294
CA-2016-101525,5/1/2016,CM-12235,South,OFF-PA-10001497,109.92,2,53.8608
CA-2017-129910,3/30/2017,ME-17320,South,OFF-ST-10003282,59.76,1,16.7328
CA-2017-133095,6/4/2017,EH-14005,South,OFF-BI-10002353,108.08,7,54.04
CA-2015-147879,5/7/2015,CC-12220,South,OFF-PA-10001952,45.68,2,21.0128
CA-2017-159954,9/10/2017,SS-20410,South,OFF-BI-10004876,2.78,1,1.3622
CA-2014-120432,8/24/2014,DW-13585,South,OFF-SU-10004661,25.5,3,6.63
CA-2017-146458,11/19/2017,RB-19435,South,OFF-AR-10001177,22.96,7,6.6584
US-2014-118997,4/8/2014,RA-19885,South,FUR-TA-10001086,1215.92,8,316.1392
CA-2014-114314,10/11/2014,DB-13555,South,OFF-LA-10000240,7.31,1,3.4357
CA-2017-161046,3/5/2017,CB-12535,South,OFF-EN-10003862,42.68,4,19.6328
CA-2016-135636,10/8/2016,DB-13615,South,OFF-ST-10000676,387.72,5,-67.851
CA-2016-163776,7/19/2016,JS-16030,South,FUR-FU-10001185,185.58,6,76.0878
US-2017-146878,9/21/2017,DL-12865,South,OFF-BI-10002794,12.294,1,-8.6058
CA-2017-129028,4/1/2017,GB-14530,South,FUR-FU-10004006,127.95,3,21.7515
US-2016-156692,8/13/2016,HG-15025,South,OFF-AP-10002222,17.34,2,4.6818
CA-2016-157364,11/19/2016,LT-17110,South,OFF-AR-10003752,18.48,2,6.006
US-2017-152492,7/6/2017,AH-10585,South,FUR-CH-10000155,239.24,1,23.924
CA-2016-131205,9/4/2016,AA-10645,South,FUR-FU-10003347,42.6,3,16.614
CA-2017-145702,5/19/2017,AH-10075,South,FUR-CH-10001482,314.352,3,-35.3646
CA-2015-105571,11/7/2015,CP-12340,South,OFF-BI-10003305,16.146,9,-12.9168
CA-2015-151547,1/17/2015,AH-10465,South,OFF-SU-10000898,88.96,8,10.008
CA-2015-137281,6/13/2015,BF-10975,South,OFF-PA-10001870,6.48,1,3.1104
CA-2015-147011,6/18/2015,HR-14830,South,OFF-AR-10002399,13.632,4,3.5784
CA-2017-162033,3/26/2017,EM-14200,South,TEC-AC-10003116,53.25,3,20.7675
CA-2017-145737,9/15/2017,AB-10165,South,OFF-PA-10001033,163.96,5,59.4355
US-2016-142251,10/31/2016,FO-14305,South,OFF-PA-10002986,32.064,6,11.2224
US-2016-106600,4/8/2016,RM-19375,South,FUR-BO-10001608,354.9,5,88.725
CA-2014-103989,3/19/2014,MC-17605,South,TEC-PH-10004667,323.976,3,28.3479
CA-2014-101266,8/27/2014,MM-17920,South,OFF-PA-10002986,13.36,2,6.4128
CA-2015-158421,9/21/2015,GB-14575,South,FUR-CH-10000309,1690.04,4,422.51
US-2015-129553,7/27/2015,PG-18820,South,TEC-PH-10004897,29.97,3,0.2997
CA-2017-140627,12/23/2017,DK-12985,South,FUR-FU-10000087,72.704,4,19.0848
CA-2014-134621,12/21/2014,DP-13390,South,OFF-BI-10000977,18.24,2,-14.592
CA-2014-165806,4/7/2014,VM-21685,South,OFF-PA-10003441,58.32,9,27.9936
CA-2015-151624,9/8/2015,VW-21775,South,FUR-FU-10001731,21.36,8,8.1168
CA-2015-133977,9/6/2015,AT-10435,South,OFF-BI-10003166,3.444,1,-2.5256
CA-2017-160724,5/5/2017,YS-21880,South,OFF-BI-10004965,34.5,3,15.525
CA-2014-146731,11/3/2014,AT-10735,South,OFF-PA-10000141,3.488,2,1.1772
CA-2016-121020,10/24/2016,CG-12040,South,TEC-PH-10001061,239.976,3,17.9982
CA-2017-143756,12/2/2017,ME-17725,South,FUR-CH-10001854,701.96,2,168.4704
CA-2017-160017,9/28/2017,SP-20860,South,OFF-PA-10001800,10.368,2,3.6288
CA-2017-161130,11/3/2017,BF-11275,South,TEC-PH-10002549,361.376,2,27.1032
CA-2014-107811,4/29/2014,LA-16780,South,FUR-CH-10001394,561.584,2,70.198
CA-2015-147529,2/7/2015,DK-12835,South,OFF-EN-10000056,311.15,5,146.2405
CA-2017-125472,5/30/2017,BD-11725,South,FUR-BO-10000330,241.96,2,33.8744
CA-2015-156328,11/30/2015,RM-19375,South,TEC-PH-10001198,177.48,3,19.9665
CA-2017-151211,8/17/2017,AH-10120,South,OFF-BI-10002735,102.93,3,48.3771
CA-2017-142671,11/10/2017,DR-12940,South,OFF-BI-10004099,11.52,5,-7.68
CA-2014-165764,11/3/2014,SH-20395,South,OFF-ST-10001558,25.984,2,-1.624
US-2016-155404,9/22/2016,AS-10630,South,FUR-FU-10004586,13.28,2,6.3744
CA-2015-114503,11/13/2015,AA-10375,South,OFF-ST-10003572,84.96,6,6.372
CA-2016-113292,3/18/2016,DB-13060,South,OFF-AP-10003590,871.8,3,87.18
CA-2017-140872,6/3/2017,NR-18550,South,OFF-BI-10002432,4.554,3,-3.4914
CA-2015-120621,3/21/2015,JW-16075,South,OFF-AP-10002945,962.08,4,156.338
CA-2016-113845,11/20/2016,FA-14230,South,FUR-BO-10004695,289.568,2,10.8588
CA-2015-103135,7/24/2015,SS-20515,South,FUR-FU-10001487,20.94,3,6.0726
CA-2014-169684,10/20/2014,FH-14365,South,FUR-TA-10003008,328.59,3,-147.8655
CA-2015-153752,12/6/2015,RO-19780,South,TEC-PH-10001615,173.94,6,50.4426
CA-2017-104731,7/21/2017,AM-10705,South,OFF-AR-10003727,101.94,6,29.5626
CA-2014-164749,3/23/2014,BG-11740,South,OFF-LA-10004484,9.912,3,3.2214
CA-2014-169257,6/6/2014,SV-20785,South,OFF-BI-10002557,1.365,1,-0.91
CA-2015-107678,4/21/2015,JK-16090,South,FUR-CH-10001891,191.96,2,51.8292
CA-2015-125696,10/2/2015,NP-18685,South,OFF-BI-10001757,7.38,5,-5.412
CA-2017-144498,5/6/2017,MB-18085,South,OFF-BI-10003982,68.541,11,-52.5481
CA-2017-162173,10/26/2017,OT-18730,South,FUR-TA-10001520,356.85,5,60.6645
CA-2017-161088,5/25/2017,MH-18115,South,OFF-BI-10002824,29.84,2,13.428
CA-2015-135510,9/5/2015,TW-21025,South,FUR-FU-10000820,67.96,4,12.2328
CA-2017-160899,8/11/2017,DR-12940,South,OFF-BI-10000632,477.51,11,219.6546
CA-2015-153535,5/20/2015,SG-20470,South,FUR-FU-10001986,163.136,4,20.392
CA-2016-112277,9/10/2016,SC-20695,South,TEC-PH-10003505,519.68,7,58.464
CA-2016-134789,4/8/2016,CK-12325,South,OFF-FA-10002280,30,6,14.4
CA-2016-130442,12/16/2016,SF-20065,South,OFF-AP-10004859,34.944,3,3.0576
CA-2016-165827,11/4/2016,MF-17665,South,FUR-FU-10001889,50.496,6,8.2056
CA-2015-156734,6/18/2015,BV-11245,South,OFF-BI-10002982,6.129,3,-4.4946
CA-2015-141754,12/20/2015,EM-14200,South,OFF-LA-10004093,11.696,2,3.9474
CA-2017-165715,12/2/2017,BG-11035,South,OFF-AR-10003903,32.776,1,2.4582
CA-2017-139787,9/19/2017,JP-16135,South,OFF-AR-10002445,35.4,5,13.452
CA-2015-118843,9/13/2015,JH-15910,South,FUR-FU-10003975,129.93,3,12.993
CA-2015-161445,9/7/2015,CC-12610,South,OFF-AR-10001953,140.736,4,12.3144
CA-2014-125682,11/22/2014,RB-19645,South,OFF-PA-10001752,9.96,2,4.8804
CA-2015-154291,7/25/2015,YS-21880,South,OFF-EN-10001335,98.46,9,49.23
CA-2016-123946,9/12/2016,AJ-10795,South,TEC-AC-10004877,20.7,3,1.656
US-2017-162670,12/23/2017,MF-18250,South,OFF-ST-10001328,62.04,4,17.3712
US-2016-121013,9/5/2016,MM-17920,South,OFF-LA-10004545,25.06,2,11.7782
CA-2017-164756,9/18/2017,SS-20140,South,TEC-PH-10001552,95.68,8,26.7904
US-2017-135503,12/10/2017,JE-16165,South,FUR-FU-10002364,14.76,2,4.2804
CA-2015-104115,6/12/2015,JH-15910,South,TEC-PH-10002844,55.984,2,4.1988
CA-2015-134257,3/16/2015,MS-17710,South,OFF-LA-10003930,491.55,5,240.8595
CA-2016-157588,7/14/2016,AR-10570,South,OFF-BI-10003963,36.4,5,17.108
CA-2016-157161,7/16/2016,JD-15895,South,OFF-EN-10001509,10.2,5,4.794
US-2016-119298,11/25/2016,EP-13915,South,TEC-PH-10002564,59.98,2,17.994
CA-2017-155159,11/25/2017,DL-13315,South,OFF-PA-10003724,48.87,9,23.9463
CA-2017-158561,11/11/2017,BB-11545,South,OFF-AP-10002651,1158.12,5,130.2885
CA-2015-109386,11/8/2015,RH-19600,South,OFF-AP-10003266,44.43,3,18.6606
CA-2017-123687,5/26/2017,KC-16675,South,OFF-AP-10002670,208.44,3,62.532
CA-2014-114790,3/11/2014,FM-14215,South,OFF-AP-10002578,146.76,3,38.1576
CA-2014-124618,5/2/2014,CS-11860,South,TEC-CO-10004202,479.984,2,89.997
CA-2017-161970,9/22/2017,PB-19105,South,OFF-PA-10004255,12.96,2,6.2208
CA-2016-119515,8/14/2016,TR-21325,South,OFF-PA-10000552,15.552,3,5.4432
CA-2016-106950,9/2/2016,JE-15715,South,OFF-BI-10000014,22.911,7,-17.5651
CA-2015-119480,1/9/2015,CC-12685,South,OFF-PA-10000474,106.32,3,49.9704
US-2014-147774,1/20/2014,MM-18280,South,OFF-BI-10003091,67.194,1,-51.5154
CA-2016-123176,9/27/2016,JG-15160,South,OFF-PA-10003971,17.94,3,8.7906
CA-2016-166282,4/16/2016,PK-19075,South,TEC-AC-10004209,35.168,4,8.3524
CA-2015-163965,11/20/2015,SS-20875,South,OFF-BI-10004728,7.23,5,-5.784
CA-2014-122217,11/24/2014,HP-14815,South,FUR-FU-10002045,111.15,5,48.906
CA-2017-100412,12/22/2017,SR-20425,South,FUR-CH-10002647,141.96,2,35.49
CA-2014-137911,10/9/2014,BP-11095,South,OFF-PA-10004071,88.768,2,31.0688
US-2015-136749,12/25/2015,LH-16900,South,FUR-FU-10000747,275.88,6,46.8996
CA-2014-138709,7/4/2014,MS-17770,South,OFF-PA-10004734,21.84,3,10.92
CA-2014-106054,1/6/2014,JO-15145,South,OFF-AR-10002399,12.78,3,5.2398
CA-2016-116918,10/1/2016,JK-15205,South,OFF-BI-10004140,5.388,4,-4.49
CA-2016-110492,2/12/2016,JS-15880,South,OFF-ST-10003716,1350.12,6,175.5156
CA-2016-104276,11/27/2016,HF-14995,South,TEC-PH-10001944,116.76,1,14.595
CA-2016-116764,8/27/2016,EM-13825,South,OFF-LA-10002473,9.216,4,3.3408
CA-2017-122056,6/13/2017,PG-18895,South,OFF-AR-10004260,181.86,7,50.9208
CA-2017-122987,8/16/2017,SJ-20215,South,OFF-BI-10002824,13.428,3,-11.19
CA-2016-133368,1/14/2016,AG-10675,South,OFF-PA-10004039,89.568,2,32.4684
US-2016-150357,10/10/2016,EB-13975,South,OFF-SU-10004498,20.608,2,-4.3792
CA-2014-120670,11/2/2014,JK-16120,South,TEC-AC-10004171,799.92,10,239.976
CA-2017-109183,12/4/2017,LR-16915,South,TEC-MA-10001856,649,2,-272.58
US-2017-117450,9/4/2017,DO-13645,South,FUR-CH-10003817,97.184,2,6.074
CA-2015-162761,10/9/2015,SC-20575,South,OFF-BI-10000145,1.872,2,-1.3104
CA-2015-125563,4/11/2015,PR-18880,South,FUR-FU-10001290,67.36,2,10.104
CA-2014-116190,7/26/2014,SG-20470,South,FUR-CH-10000553,67.88,2,18.3276
CA-2017-168389,12/11/2017,DV-13045,South,FUR-TA-10004289,721.875,6,-420
CA-2017-161851,4/15/2017,BP-11095,South,OFF-BI-10004654,15.57,3,-11.937
